artist,title,date,genre,lyrics
Sam Fischer,What Other People Say (Stripped Version),2021.03.05,R&B/Soul,Thought when I grew upI would be the sameAs the ones who gave memy last nameI would not give inI would not partakeIn the same old drugseveryone else takesI'm better than thatI'm better than thatI'm livin' my life so I go to Heavenand never come backBut look where I'm atlook where I'm atI'm livin' the life that I saidI wouldn't and wanna go backI used to call my momevery SundaySo she knew her lovеwasn't far awayBut now I'm all fucked upout in LA'Cause I care morе aboutwhat other people sayI used to not take chanceswith God's nameBut it's been so long sinceI last prayedAnd now I'm all fucked upand my heart's changed'Cause I care more aboutwhat other people sayYeah yeahYeah yeah yeahYeah yeah yeah'Cause I care moreabout what other people sayI wish I could shelterthe boy I knewFrom the constant hellI'd put him through'Cause I'm all grown upand I'm black and blueI could use some tapeI could use some glueI'm better than thatI'm better than thatI should be livin' my lifeso I go to Heavenand never come backI used to call my momevery SundaySo she knew her lovewasn't far awayBut now I'm all fucked upout in LA'Cause I care more aboutwhat other people sayI used to not take chanceswith God's nameBut it's been so long sinceI last prayedAnd now I'm all fucked upand my heart's changed'Cause I care more aboutwhat other people sayYeah yeah yeah'Cause I care more aboutwhat other people sayI thought when I grew upI would be the sameAs the ones who gave memy last name OhI used to call my momevery SundaySo she knew her lovewasn't far away Far awayBut now I'm all fucked upout in LA Out in LA'Cause I care more aboutwhat other people sayOh yeah what other people sayI used to not take chanceswith God's nameBut it's been so long sinceI last prayedAnd now I'm all fucked upand my heart's changed'Cause I care more aboutwhat other people sayYeah yeah Yeah yeahYeah yeah yeah No no oohYeah yeah yeah'Cause I care more aboutwhat other people say
Destiny Rogers,Tomboy (Feat. Coi Leray),2021.03.19,R&B/Soul,I'm a girl's girlI'm a boss in a man's worldYeah I can pick and rollpass ballerina twirlSkating through the citywith my snapback onStill be looking prettywith no makeup onHit Sephora quick get a red lipBut meet me on the courtI'll ball you up right quick QuickThey be like Baby babyhow you get so fineBut I don't do no favorsfor the studio timeMy mama saidMarry a rich manOh noAnd I was likeMama I am that rich manOh yo yo yo yoOh my me oh my GodHow'd this girl get so flyI do what you doin' boyDoin' it like a tomboyOh my me oh my GodSkrrt skrrtHow'd this girl get so flySkrrt skrrtI do what you doin' boy YeahDoin' it like a tomboy YeahSee I’m a pretty thingThis lingerie sit underneathmy baggy jeansDon’t gotta take my clothes offJust for them to fuck with meWhole closet full of SB’sSo I’m out here walkin’ comfortablyI love living my life my wayHanes tank tops and long tube socksWhat I wantTake it all farPlay my own partIs what I’m gonnaWe dream far just play your partAnd acknowledge thatthe world is oursMy mama saidMarry a rich manOh no oh noAnd I was likeMama I am that rich manYeah oh yo yo yo yoOh my me oh my GodHow'd this girl get so flyI do what you doin' boyDoin' it like a tomboyOh my me oh my God Skrrt skrrtHow'd this girl get so flySkrrt skrrtI do what you doin' boy YeahDoin' it like a tomboy YeahI'll make a jealous girl my friendI'll make an ex want me againI got the best of both worldsYes I doI can hang with the dudesget pretty with the girlsOh my me oh my GodHow'd this girl get so flyI do what you doin' boyDoin' it like a tomboyOh my me oh my GodSkrrt skrrtHow'd this girl get so flySkrrt skrrtI do what you doin' boy YeahDoin' it like a tomboy YeahYeah yeah yeah yeahOh-oh oh-ohOoh ooh ooh oohDo it do itLike a tomboy
Alicia Keys,Doesn't Mean Anything,2009.09.18,R&B/Soul,Used to dream of being amillionairewithout a carebut if I'm seeing my dreamsyou aren't therecause it's overthat just wont be fairdarlingI'd rather be a poor womanliving on the streetno food to eatcause I don't want no pie ifI have to crycause it's overwhen you said goodbyeAll at onceI had it allbut it doesn't mean anythingnow that you're gone from aboveseems I had it allBut it doesn't mean anythingsince you're goneNow I see myself throughdifferent eyesit's no surprisebut being alonewould make you realizewhen it's overall in love is fairI shoulda been thereI shoulda been thereI shoulda shouldaAll at onceI had it allbut it doesn't mean anythingnow that you're gonefrom aboveseems I had it allBut it doesn't mean anythingsince you're goneI know I pushed you awaywhat can Ido that would save our lovetake these material thingsthey don't mean nothing it's youthat I wantAll at onceI had it allbut it doesn't mean anythingnow that you're gonefrom aboveseems I had it allbut it doesn't mean anythingsince you're goneAll at onceI had it allbut it doesn't mean anythingnow that you're gonefrom aboveseems I had it allbut it doesn't mean anythingsince you're gone 
Lauren Jauregui,More Than That,2019.01.11,R&B/Soul,M-M-M-MurdaI see you watchingso I walked into your stare'Cause I ain’t in the positionto be walking over thereI got a situationI can tell you wanna knowHow you can take an honestgirl and turn her to aIf I'ma take a gamblethen you better come correctI need more than them diamondsthat you got around your neckShit anybody can flexmy baby do it bestIf you come with somethin' betterthen we might just take it thereI know I ain't rightfor tempting youBut I just wanna seewhat you would doIf I gave you a taste of what I doJust remember thatI don't belong to youYou gon' have to comestronger than this liquorWanna take me homebetter be more convincingIt'll take more thanthat to get to meMore than that to get your wayBoy you better comestronger than this liquorWanna take me homebetter be more convincingIt'll take more thanthat to get to meMore than that to get your wayI'm stronger than this liquorIf my man knowthere's gon' be some issuesBut take my number downI just might hit youNo I'm just playingI'm so deep in loveBut the way you talkin'might just have me actin' upThe way you looking at meboy I know what’s upI can feel how you feelwithout even a touchBut don't think that's gon'make me give it upBoy your time is upI know I ain't rightfor tempting youBut I just wanna seewhat you would doOoh see what you would doIf I gave you a tasteof what I doJust remember thatI don't belong to youYou gon' have to comestronger than this liquorWanna take me homebetter be more convincingIt'll take more thanthat to get to meMore than that to get your wayBoy you better comestronger than this liquorWanna take me homebetter be more convincingIt'll take more thanthat to get to meMore than that to get your wayI'm stronger than this liquorIt'll take more
Alina Baraz,Frank,2020.04.24,R&B/Soul,Show me all that you know Water me I will grow Place the map on my skin Go where no one has been Take me to the place Where we’ll never fade Underneath the stars Love me in the dark I look at you and I see All the parts of me Swaying to the beat Lost in your melody I swear My divine energy Open up for me You’re everything that I need I swear Take me to the place Where we’ll never fade Underneath the stars Love me in the dark Love me Love My divine energy My divine energy My divine energy My divine energy My divine energy My divine energy 
Kehlani,Bad News,2020.05.08,R&B/Soul,"I watched you turn yourself to a made manAll the little things that make youYou can count the ways that I stay downCan't nobody tell me I ain't trueTake a little time from the wild outYou could slow the time down with me, babeWith me, babe[Pre-Chorus]All I want you to knowIs I care, you best believe I careYou're out there, don't wanna be out thereNo way, you wanna be right hereLike always, so when I'm here, I make you wanna[Chorus]Give all that shit upMake you wanna give all that shit upMake you wanna spend that time on usMake you wanna give all that shit upMake you wanna leave that world behindMake you wanna see your name on mineMake you wanna give all that shit upMake you wanna give all that shit upAll that shit up[Verse 2]Don't wanna get no call with no bad newsI know all the stories from your tattoosIf they with the shit, then you with that tooIf they with the shit, you with the—Oh-oh, take your time away from the bullshitJust be on some cool shit with me, babeWith me, babe (No)[Pre-Chorus]And all I want you to knowIs I'm here, if no one else, I'm hereRight here, I'm never scared, no fearNo way, when you're with me, you're safe (Oh-oh)Like always, so let it fade and just go 'head and[Chorus]Give all that shit up (Give all that shit up)Make you wanna give all that shit up (Oh-oh-oh)Make you wanna spend that time on us (Yeah-yeah-yeah)Make you wanna give all that shit up (Give all that shit up)Make you wanna leave that world behind (No-oh, ooh)Make you wanna see your name on mine (Ooh-ooh-ooh)Make you wanna give all that shit up (Woo-ooh)Make you wanna give all that shit upAll that shit up (Oh)[Outro]Ooh, nah-nah, oh, ooh, nah-nah, ayy-yeahNah, oh, nah, nah, noYeah-yeahOh, ohOoh-ooh
"
Beyonce,XO,2013.12.20,R&B/Soul,Your love is bright as everEven in the shadowsBaby kiss meBefore they turn the lights outYour heart is glowingAnd I'm crashing into youBaby kiss meBefore they turn the lights outBefore they turn the lights outBaby love me lights outIn the darkest night I'llSearch through the crowdYour face is all that I seeI'll give you everythingBaby love me lights outBaby love me lights outYou can turn my light downWe don't have foreverBaby daylight's wastingYou better kiss meBefore our time is run outNobody sees what we seeThey're just hopelessly gazingBaby take meBefore they turn the lights outBefore time is run outBaby love me lights outIn the darkest night I'llSearch through the crowdYour face is all that I seeI'll give you everythingBaby love me lights outBaby love me lights outYou can turn my lights outI love it like XOYou love me like XOYou kill me boy XOYou love me like XOAll that I seeGive me everythingBaby love me lights outBaby love me lights outYou can turn my lights outIn the darkest night I'llSearch through the crowdYour face is all that I seeI'll give you everythingBaby love me lights outBaby love me lights outYou can turn my lights out
Ciara,I Bet,2015.01.27,R&B/Soul,I bet you start loving meAs soon as I start lovingsomeone elseSomebody better than youI bet you start needing meAs soon as you see mewith someone elseSomebody other than youAnd I know that it hurtsYou know that it hurts your prideBut you thought the grasswas greener on the other sideI bet you start loving meAs soon as I start lovingsomeone elseSomebody better than youSo I'm supposed to believe that it's Fellini's calling' your phoneI'm supposed to believe thatthey're asking' you if you're homeI wasn't born yesterday not mecan't get that over me not meI love you but I won't bea fool for youThat is just something' thatI wouldn't do babeI mean I would stayif you could tell the truthBut you can't no matterhow much time I askIs that your bitch over theregiving me the ugly stareThe one with the silicone assand the Brazilian hairYou ain't gon' respect me no no no till I'm not thereSee I got you comfortablenow you ain't really scaredI bet you start loving meAs soon as I start lovingsomeone elseSomebody better than youI bet you start needing meAs soon as you see mewith someone elseSomebody other than youAnd I know that it hurtsYou know that it hurts your prideBut you thought the grass was greener on the other sideI bet you start loving meAs soon as I start lovingsomeone elseSomebody better than youSo you bought me a car he can buy that tooI can take care of myselfand I can find someoneto do it too babyYou actin' like you upgrading meI upgraded youYou and me Fashion Week at ParisI put you on to that newBut you took advantage of metook advantage of youtook advantageI cannot understand itI cannot understand itI cannot understand itI thought you'd always bethere for me yeah yeahBut if you ask meif I knew better now hell yeahSo you can keep that bitchover there giving' me the ugly stareThe one with the siliconeass and the Brazilian hairYou ain't gon' respect meno no no till I'm not thereSee I got you comfortablenow you ain't really scaredI bet you start loving meas soon as I start lovingsomeone elseSomebody better than youI bet you start needing mesoon as you see mewith someone elseSomebody other than youAnd I know that it hurtsyou know that it hurts your prideBut you thought the grasswas greener on the other sideI bet you start loving meas soon as I start lovingsomeone elseSomebody better than youBaby tell me what'sit gonna take to keep itAll the way one hundredYou won't get ittill I'm gonna away awayI bet you start loving meAs soon as I start lovingsomeone elseSomebody better than youI bet you start needing meAs soon as you see mewith someone elseSomebody other than youAnd I know that it hurtsYou know that it hurts your prideBut you thought the grasswas greener on the other sideI bet you start loving meAs soon as I start lovingsomeone elseSomebody better than you
José James,Always There,2017.02.24,R&B/Soul,Got me thinking about you night and day Tokyo New York LA I'm tired of running all this different games Now that I found you I'm here to say See don't nobody Be round like you do And that's why I can count on you Over and over Forever and ever You're always there for me girl you know you be there for me You're always there for me you already know this Always there for me that you hold a nigga down yeah You're always there for me oh yeah oh yeah It's not my business what you had with him I've done the same probably do it again And I ain't worried 'bout what people say no no no I'm your nigga and you my baby See don't nobody Be round like you do And that's why I can count on you Over and over Forever and ever You're always there for me girl you know you be there for me You're always there for me you already know this Always there for me that you hold a nigga down yeah You're always there for me oh yeah oh yeah You're always there oh always there You're always there oh always there You're always there for me girl you know you be there for me You're always there for me you already know this Always there for me that you hold a nigga down yeah You're always there for me oh yeah oh yeah You're always there for megirl you knowyou be there for meYou're always there for meyou already know thisAlways there for methat you hold a nigga down yeahYou're always there for meoh yeah oh yeah
Jamie Lawson,Wasn't Expecting That,2015.10.16,포크,It was only a smileBut my heart it went wildI wasn't expecting thatJust a delicate kissAnyone could've missedI wasn't expecting thatDid I misread the signYour hand slipped into mineI wasn't expecting thatYou spent the night in my bedYou woke up and you saidWell I wasn't expecting thatI thought love wasn't meant to lastI thought you were just passing throughIf I ever get the nerve to askWhat did I get right to deserve somebody like youI wasn't expecting thatIt was only a wordIt was almost misheardI wasn't expecting thatBut it came without fearA month turned into a yearI wasn't expecting thatI thought love wasn't meant to lastHoney I thought you were just passing throughIf I ever get the nerve to askWhat did I get right to deserve somebody like youI wasn't expecting thatOh and isn't it strangeHow a life can be changedIn the flicker of the sweetest smileWe were married in springYou know I wouldn't change a thingWithout that innocent kissWhat a life I'd have missedIf you'd not took a chanceOn a little romanceWhen I wasn't expecting thatTime doesn't take longThree kids up and goneI wasn't expecting thatWhen the nurses they cameSaid It's come back againI wasn't expecting thatThen you closed your eyesYou took my heart by surpriseI wasn't expecting that
Ed Sheeran,Give Me Love,2011.09.09,포크,"Give me love like her'Cause lately I've been waking up alonePaint splattered teardrops on my shirtTold you I'd let them goAnd that I'll fight my cornerMaybe tonight I'll call yaAfter my blood turns into alcoholNo, I just wanna hold yaGive a little time to me or burn this outWe'll play hide and seek to turn this aroundAll I want is the taste that your lips allowMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveMy, my, my, my, give me loveGive me love like never before'Cause lately I've been craving moreAnd it's been a while but I still feel the sameMaybe I should let you goYou know I'll fight my cornerAnd that tonight I'll call yaAfter my blood is drowning in alcoholNo, I just wanna hold yaGive a little time to me or burn this outWe'll play hide and seek to turn this aroundAll I want is the taste that your lips allowMy, my, my, my, oh give me loveGive a little time to me or burn this outWe'll play hide and seek to turn this aroundAll I want is the taste that your lips allowMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveM my my, m my my, m my my, give me love, loverM my my, m my my, m my my, give me love, loverM my my, m my my, m my my, give me love, loverM my my, m my my, m my my, give me love, loverM my my, m my my, m my my, give me love, loverM my my, m my my, m my my, give me love, loverM my my, m my my, m my my, give me love, loverM my my, m my my, m my my, give me love, lover love me, love me, love meM my my, m my my, m my my, give me love, lover give me loveM my my, m my my, m my my, give me love, lover give me loveM my my, m my my, m my my, give me love, lover give me love, love meM my my, m my my, m my my, give me love, lover give me loveMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveMy, my, my, my, oh give me loveBreakHidden track The Parting GlassOf all the money that e'er I hadI've spent it in good companyAnd all the harm that e'er I've doneAlas it was to none but meAnd all I've done for want of witTo memory now I can't recallSo fill to me the parting glassGood night and joy be with you allOf all the comrades that e'er I hadThey are sorry for my going awayAnd all the sweethearts that e'er I hadThey would wish me one more day to stayBut since it falls unto my lotThat I should rise and you should notI'll gently rise and I'll softly callGood night and joy be with you allA man may drink and not be drunkA man may fight and not be slainA man may court a pretty girlAnd perhaps be welcomed back againBut since it has so ought to beBy a time to rise and a time to fallCome fill to me the parting glassGood night and joy be with you allGood night and joy be with you all
"
Jean Tan,Fly,2019.10.10,포크,Fly to your open skiesAlive with fireSo burning brightSee the worldSee the worldFly on your wings up highShine that lightOh with all your mightSee the worldSee the worldWild whirlA wild whirlA child's world awaitsA while moreSoon you'll find the magicYou were meant to seeWere meant to beFly take your leave igniteFree those wingsOh butterflySee the worldSee the worldFly go on dare defyTrembling tidein the dark of nightSee the worldSee the worldWild whirlA wild whirlA child's world awaitsA while moreSoon you'll find the magicYou were meant to seeWere meant to beFly don't you cryLook up highYour skies are aliveTry you'll be fineYears gone byAre coming back to youBefore your very eyesFly take your leave igniteFree those wingsOh butterflySee the worldSee the worldSee the worldSee the worldSee the worldSee the world
Priscilla Ahn,Vibe So Hot,2011.05.03,포크,You got a vibe so hotYou're really really turning me onSwimmin in your parking lotI'm singing in a camp on your lawnAnd everyday without youis just a waste of timeYou're the first thing on my mindwhen I wake upYou're the last thing that I think ofwhen I go to sleepI'm throwing yomy love so pick it upAnd you can have meanytime you wantYou can have me reallyanytime you wantYou can have meanytime you wantYou can have me reallyanytime you wantI want you nowI want you right nowI want you right nowI want you right nowI wanna hook you upBoy I'm gonna set you on fireI wanna turn your volume upAnd listen to you all day longNow every other station'sjust a memoryI change youwhen your name broke off the dialIs it funny how youjust keep running into meI've been listening toyour music for a whileAnd you can have meanytime you wantYou can have me reallyanytime you wantYou can have meanytime you wantYou can have mereally anytime you wantI want you nowI want you right nowI want you right nowI want you right now 
Taylor Swift,The Story Of Us,2010.01.01,컨트리,I used to think one daywe'd tell the story of usHow we met and the sparksflew instantlyAnd people would saythey're the lucky onesI used to know my placewas the spot next to youNow I'm searching the roomfor an empty seatCause lately I don't even knowwhat page you're onOh a simple complicationmiscommunications lead to fall outSo many thingsthat I wish you knewSo many walls upI can't break throughNow I'm standing alonein a crowded roomAnd we're not speakingAnd I'm dyin' to knowIs it killing you likeit's killing me YeahI don't know what to saysince a twist of fatewhen it all broke downAnd the story of us looks a lotlike a tragedy nowNext chapterHow'd we end up this waySee me nervously pullingat my clothes and tryingto look busyAnd you're doing yourbest to avoid meI'm starting to think one dayI'll tell the story of ushow I was losing my mindwhen I saw you hereBut you held your pride likeyou should've held meOh I'm scared to see the endingwhy are we pretendingthis is nothingI'd tell you I miss youbut I don't know howI've never heard silence quitethis loudNow I'm standing alonein a crowded roomAnd we're not speakingAnd I'm dyin' to knowIs it killing you likeit's killing me YeahI don't know what to saysince a twist of fatewhen it all broke downAnd the story of us looks a lotlike a tragedy nowThis is looking like a contestOf who can act like they carelessBut I liked it betterwhen you were on my sideThe battle's in your hands nowBut I would lay my armor downif you said you'd ratherlove than fightSo many things that youwish I knew but the story of usmight be ending soonNow I'm standing alonein a crowded roomAnd we're not speakingAnd I'm dyin' to knowIs it killing you likeit's killing me yeahI don't know what to saysince a twist of fatewhen it all broke downAnd the story of us looks a lotlike a tragedy NOW NOW NOW YEAHAnd we're not speakingAnd I'm dying to knowis it killing youlike it's killing me yeahAnd I don't know what to saysince a twist of fatecause we're going downAnd the story of us looks a lotlike a tragedy nowthe end 
Ed Sheeran,Small Bump,2011.09.09,포크,"You're just a small bump unborn, in four months you're brought to lifeYou might be left with my hair, but you'll have your mother's eyesI'll hold your body in my hands, be as gentle as I canBut for now you're scan of my unmade plansA small bump in four months you're brought to lifeI'll whisper quietly, I'll give you nothing but truthIf you're not inside me, I'll put my future in youYou are my one and onlyYou can wrap your fingers round my thumb and hold me tightOh, you are my one and onlyYou can wrap your fingers round my thumb and hold me tightAnd you'll be alrightOh, you're just a small bump unknown, you'll grow into your skinWith a smile like hers and a dimple beneath your chinFinger nails the size of a half grain of riceAnd eyelids closed to be soon opened wideA small bump, in four months you'll open your eyesAnd I'll hold you tightly, I'll tell you nothing but truthIf you're not inside me, I'll put my future in youYou are my one and onlyYou can wrap your fingers round my thumb and hold me tightOh, you are my one and onlyYou can wrap your fingers round my thumb and hold me tightAnd you'll be alrightAnd you can lie with meWith your tiny feetWhen you're half asleepI'll leave you beRight in front of meFor a couple weeksSo I can keep you safe'Cause you are my one and onlyYou can wrap your fingers round my thumb and hold me tightYou are my one and onlyYou can wrap your fingers round my thumb and hold me tightAnd you'll be alright'Cause you were just a small bump unborn for four months then torn from lifeMaybe you were needed up there but we're still unaware as why
"
Agnes Obel,Island Of Doom,2019.10.29,포크,"Destiny made her way and found you in a roomThey told me, they told meTo undo the rule of mind and bodyNature laughed away as their voices grewThey told me, they told meClean out the room and bury the bodyChorusBut I know you with a heartbeatSo how does the night feelWhen the lights fade outWhen the lights fade outWhen the lights fade outWhen the lights fade outWhen the lights fade outWhen the lights fade outBut now it's gone, it's gone, it's goneBut now it's gone, it's gone, it's goneVerse 2I haven't walked for days though I wanted toYou told me, you told meFor with every move the feeling followsIn nature's empty face, I am of little useYou told me, you told meI'm just another fool for the earth to swallowBridgeBut the road through most will lead you backAnd I will be with youFor the road of your mind will eat you upOn your island of doomWhere the voices all have gathered upTo a choir of foolsBut I know my mind will reach you thereAnd I will be with youChorusOh, I know you with a heartbeatSo how does the night feelWhen the lights fade outWhen the lights fade outWhen the lights fade outWhen the lights fade outWhen the lights fade outWhen the lights fade outAnd now it's gone, it's gone, it's goneAnd now it's gone, it's gone, it's goneOoh, why'd you wake me up todayOoh, why'd you wake me up todayOoh, when the lights fade outWhen the lights fade outOoh, when the lights fade outWhen the lights fade outOoh, when the lights fade outOutroMmOne, two, three Mm, four, five
"
Dan + Shay,Christmas Isn't Christmas,2020.11.20,컨트리,Every city streetWould be celebratingAll the evergreensWould be decoratedAnd there'd still be a million lightsThere'd still be mistletoeBut it wouldn't feel the same'Cause all I know isChristmas isn't Christmas if it's not with youRed and green and silver bells would all be blueAll the presents are just boxes with no one to give them to'Cause Christmas isn't Christmas if it's not with youOh-oh oh-oh oh-oh oh-ohOh-oh oh-oh oh-oh oh-ohIt'd be just a day at the end of DecemberAnd a lonely night if you and I weren't togetherAnd those songs wouldn't sound the sameHome wouldn't feel like homeI'm thankful you're here tonight'Cause all I know isChristmas isn't Christmas if it's not with youRed and green and silver bells would all be blueAll the presents are just boxes with no one to give them to'Cause Christmas isn't Christmas if it's not with youWith you holding me closeLooking out the windowWhile we watch the snow come downOh it's true ooh-ooh-ooh ooh-oohChristmas isn't Christmas if it's not with youRed and green and silver bells would all be blueAll the presents are just boxes with no one to give them toOh 'cause Christmas isn't Christmas if it's not with youOh-oh oh-oh oh-oh oh-ohOh-oh oh-oh oh-oh oh-ohIf it's not with youOh-oh oh-oh oh-oh oh-ohOh-oh oh-oh oh-oh oh-oh
Passenger,When We Were Young,2016.09.23,포크,We used to never say never Used to think we live forever Flying free beneath the sunDays go running and hiding The weeks are goingslippy and slidingYears leave quicker every timethey comeRemember when we were youngLook back to the best of daysCollecting all yesterdaysAs they built up one by oneOh how we beg and we borrowSay we do it tomorrowBut tomorrow never seems to comeWe used to never say neverUsed to think we live foreverFlying free beneath the sunDays go running and hidingThe weeks are goingslippy and slidingYears leave quicker every timethey comeRemember when we were youngAnd we were boys on the beachEverything was in reachI know it's hard to rememberAnd all had the years they vanishI always wanted to learn SpanishAnd travel round South-AmericaWe used to never say neverUsed to think we live foreverFlying free beneath the sunDays go running and hidingThe weeks are goingslippy and slidingYears leave quicker every timethey comeDo you rememberwhen we were youngWe used to never say neverUsed to think we live foreverFlying free beneath the sunDays go running and hidingThe weeks are goingslippy and sliding yeahYears leave quicker every timethey comeDo you rememberwhen we were youngDo you rememberwhen we were youngDo you rememberwhen we were youngDo you rememberwhen we were young
Shania Twain,Man! I Feel Like A Woman!,1997.11.04,컨트리,I'm going tonightI'm feelin alrightGonna let it all hang outWanna make some noiseReally raise my voicesYeah I wanna scream and shoutNo inhibitionsmake no conditionsGet a little outta lineI ain't gonna actpolitically correctI only wanna have a good timeThe best thingabout being a womanIs the prerogativeTo have a little fun andOh oh oh totally crazyForget I'm a ladyMen's shirtshort skirtsOh oh oh really go wild yeahDoin it in styleOh oh oh gat in the actionfeel the attractionColor my hairDo what I dareOh oh oh I wanna be freeYeah to feel the way I feelMan I feel like a womanThe girls need a breakTonight we're gonna takeThe chance to get out on the townWe don't need romanceWe only wanna danceWe're gonna let our hair hang downThe best thing about being womanIs the prerogativeTo have a little fun andOh oh oh totally crazyForget I'm a ladyMen's shirtshort skirtsOh oh oh really go wild yeahDoin it in styleOh oh oh gat in the actionfeel the attractionColor my hairDo what I dareOh oh oh I wanna be freeYeah to feel the way I feelMan I feel like a womanThe best thing about being womanIs the prerogativeTo have a little fun fun funOh oh oh totally crazyForget I'm a ladyMen's shirtshort skirtsOh oh oh really go wild yeahDoin it in styleOh oh oh gat in the actionfeel the attractionColor my hairDo what I dareOh oh oh I wanna be freeYeah to feel the way I feelMan I feel like a womanI get totally crazyCan you feel itCome come come on babyI feel like a woman 
Billie Marten,Lionhearted,2016.09.23,포크,I've never been too boldKeeping in the quiet and shadeI could run away with all my timeBut wouldn't it feel the sameOh this is lonely territoryI've got miles and miles aheadHow I wish that I was lionheartedAnd if you talk to me I don't replyI am way over hereon the othersideI'm gonna find my headEven if it takes all nightEven though I try my hardestHow I try with all my mightOh I'll be waiting on this hillsideI see miles and miles aheadHow I wish that I was lionheartedAnd if you talk to meand I don't replyI am way over hereon the othersideWhat would life be likeWith a lionheart insideInstead of mineGive me anotherWhat would life be likeWith a lionheart insideInstead of mineGive me anotherWhat would life be likeWhat would life be likeWith a lionheart insideWith a lionheart insideInstead of mineInstead of mineGive me another
Astrid Holiday,New Beginning,2017.06.16,포크,Let’s admitWe don’t have much timeOne more chanceUntil we must stop tryin’Look at meSee the fear in my eyesIt’s too soonBut I’m afraid this is goodbyeDon’t want us to partBut we’ll just have toand hope for a new startWe’ll leave it all behindfor a new beginningI would do anything to beby your sideWe’ll leave it all behindfor a new beginningI would do anythingto see you againDon’t let it be goodbyeTime stands stillWhen I know I can’t reach youDon’t want us to partBut we’ll just have toand hope for a new startWe’ll leave it all behindfor a new beginningI would do anything to beby your sideWe’ll leave it all behindfor a new beginningI would do anythingto see you againDon’t let it be goodbye
Augustin,Magnet Balls (feat. Jana Iris),2019.02.23,"포크, 국외영화",Everytime I look at you you slowly drift away Your eyes are shut and still you seem to see the inner meEverytime you touch my hand I shrugg off anyway But still you are a field of energy surrounding me Ohh we move like magnet balls Ohh we move like magnet balls Everytime you try to walk away with all your strength Some kind of power pulls you back again Feels better thenEvery try to leave behind the cave in wich we stand it leaves a wound that someone has to mend my only friend Ohh we move like magnet balls Ohh we move like magnet balls Ohh we move like magnet balls Ohh we move like magnet balls Ohh we move like magnet ballsOhh we move like magnet balls
Mumford and Sons,I Will Wait,2012.01.01,포크,Well I came homeLike a stoneAnd I fell heavy into your armsThese days of dustWhich weve knownWill blow away with this new sunBut l kneel downWait for nowAnd I kneel downKnow my groundAnd I will wait I will wait for youAnd I will wait I will wait for youSo break my stepAnd relentYou forgave and I wont forgetKnow what weve seenAnd him with lessNow in some wayShake the excessCause I will wait I will wait for youAnd I will wait I will wait for youAnd I will wait I will wait for youAnd I will wait I will wait for youSo I be boldAs well as strongAnd use my head alongside my heartSo take my fleshAnd fix my eyesThat tethered mind free from the liesAnd I kneel downWait for nowl kneel downKnow my groundRaise my handsPaint my spirit goldAnd bow my headKeep my heart slowCause I will wait I will wait for youAnd I will wait I will wait for youAnd I will wait I will wait for youAnd I will wait I will wait for you
Brandi Carlile,Party Of One,2018.02.16,포크,"Waiter send this to the table, the party of oneThe only other lonely soul in this placeAnd so you're finishing up your coffeeBut then where you're gonna runWhere'd you get that look on your faceYou should always let the sun go down on your angerLet it burn you to sleepBring it closer to dangerTo surrender and retreatSing your sad soul to sleepI loved you the first time I saw youAnd you know I love you stillBut I am tiredAnd I am yoursDon't even think about your freedomOr taking that flightOr going back upon your promise after fighting for the rightBecause your eggshells and your right statements and your weaponized wordsAre paper tigers nowOh your constant overthinking and your secretive drinkingAre making you more and more aloneAnd girl, you can slam the door behind youIt ain't ever gonna closeBecause when you're home, you're already homeI am tiredI am tiredI don't wanna go home anymoreI don't wanna throw stones anymoreI don't wanna take part in the warI loved you the first time I saw youAnd you know I love you stillI loved you the first time I saw youAnd you know I love you stillI don't wanna be right anymoreLord, I don't wanna fight anymoreI'm not taking your side anymoreI am tiredI am not my ownAnd I am leavingOh, I am tiredAnd I'm coming home'Cause I am yours, I am yours, I am yours, I am yours, I am yoursI am yours, I am yours, I am yours, I am yours, I am yours
"
