가수,제목,발매일,장르,가사
David Guetta,Just One Last Time (Feat. Taped Rai),2012.12.10,일렉트로니카,This is the end Sasha But I can't move away  from youThis is the edge of patience But you'll prove yourself  to me Still you drain my soul Even though it hurts I can't  slow down Walls are closing in and  I hit the ground With there's no tomorrow  echo in my mind Just one last time Even though it hurts  I can't slow down Walls are closing in and  I hit the ground With there's no tomorrow  echo in my mind Just one last time Just one last time Just one last time Just one last time There comes for us  too badThen we go back to the soundAnd I know what I'm  supposed to do To get myself away  from you Oh you drain my soul and Even though it hurts  I can't slow down Walls are closing in  and I hit the ground With there's no tomorrow  echo in my mind Just one last time Even though it hurts  I can't slow down Walls are closing in and  I hit the ground With there's no tomorrow  echo in my mind Just one last time Just one last time Just one last time Just one last time This is the end Sasha But I can't move away  from you  
Dillon Francis,Bun Up The Dance,2015.08.07,일렉트로니카,I want a little fire nowgive me the lightI want a little fire nowgive me the lightI want a little fire nowgive me the lightnow give me the lightnow give me the lightI want a little firenow give me the lightI want a little fire nowgive me the lightI want a little fire nowgive me the lightnow give me the lightBun up the dance bu bun up the danceBun up the dance bu bunup the danceBun up the dance bu bun up the danceBun up the dance bu bu bun up the danceBun up the dance bu bun up the danceBun up the dance bu bun up the danceBun up the dance bu bun up the dance1 2 3 bu bu bun up theBun up theBun up theBun up theB b b bun up theBun up theBun up theBun up the danceD d dance dance bun up theBun up theBun up theBun up theB b b bun up theBun up theBun up theBun up the danceI want a little fire nowgive me the lightI want a little fire nowgive me the lightI want a little fire nowgive me the lightNow give me the light nowgive me the lightI want a little fire nowgive me the lightI want a little fire nowgive me the lightI want a little fire nowgive me the lightgive me the lightBun up theBun up theBun up theBun up theB b b bun up theBun up theBun up theBun up the danceBun up the danceBun up the danceBun up the danceBun up the danceBun up the danceBun up the danceBun up the danceI want a little fire nowgive me the lightI want a little fire nowgive me the lightI want a little fire nowgive me the lightNow give me the light nowgive me the lightI want a little fire nowgive me the lightI want a little fire nowgive me the lightI want a little fire nowgive me the lightNow give me the lightBun up the dance bu bun up the danceBun up the dance bu bun up the danceBun up the dance bu bun up the danceBun up the dance bu bu bun up the danceBun up the dance bu bun up the danceBun up the dance bu bun up the danceBun up the dance bu bun up the dance1 2 3 bu bu bun up the danceBun up the danceBun up the danceBun up the danceB b b bun up the danceBun up the danceBun up the danceBun up the danceBun up the danceBun up the danceBun up the danceBun up the danceBun up the danceBun up the danceBun up the danceBun up the danceBun up the d idibowcididibiw
Peking Duk,Fake Magic,2017.06.02,일렉트로니카,I see you you got all this stuffI feel you cause' it never lookslike enoughSo give me it I'll throw it awayYou don't use itso you got nothing to sayAnd I know that you want moreBut more of whatAnd you know that I want youTo taste what I gotBut you know that it's not mineI just subscribeEven though that it comes freeThere's a priceHoney we don't need no fake magicI ain't being funnyYou can't buy thiswith paper or plasticHoney money only buysyou fake magicI ain't no phonyI'll take you far awaywith no tricksTrust me there is more to seeBelieve me there is morethat lays beneathThe surface look into my poolThis liquid can do morethan cool you downCool you down cool you downcool you downHoney we don't need no fake magicI ain't being funnyYou can't buy thiswith paper or plasticHoney money only buysyou fake magicI ain't no phonyI'll take you far awaywith no tricksWith no tricks with no tricksWith no tricks with no tricksHoney we don't need no fake magicI ain't being funnyYou can't buy thiswith paper or plasticHoney money only buysyou fake magicI ain't no phonyI'll take you far awaywith no tricksHoney we don't need no fake magicI ain't being funnyYou can't buy thiswith paper or plasticHoney money only buysyou fake magicI ain't no phonyI'll take you far awaywith no tricksHoney we don't need no fake magic
Caravan Palace,Plume,2019.07.04,일렉트로니카,Riding on my feathersI can lead youthrough the patterns we now followLying on the floorLife between uslights a certain afterglowafterglowWe gon' have a good timeWe ain't flyin' byWe gon' have a good timeWe ain't flyin' byWe'll meet my brother over thereWe'll meet my lover over thereWe gon' have a good timeI'll take you to the sun on a wingThe sun on a wingI'll take you to the sun on a wingThe sun on a wingCrazy all nightRiding on your feathersI can see usthrough the starry nightour shadowsHigh above the floorLike two demonstryin' to find a brighter soulI'll take you to the sun on a wingThe sun on a wingI'll take you to the sun on a wingThe sun on a wingI'll take you to the sunWe gon' have a good timeWe ain't flyin' byWe gon' have a good timeWe ain't flyin' byWe'll my brother over thereWe'll my lover over thereWe gon' have a good timeA good timeA good timeA good timeA good timeRiding on my feathersWe gon' have a good timeLying on the floorWe ain't flyin' byRiding on my feathersWe gon' have a good timeLying on the floorWe ain't flyin' bySun on a wingThe sunI'll take you to the sun on a wingThe sun
Madeon,Be Fine,2019.10.16,일렉트로니카,Today the world isgonna do me rightThe sun is rising in my headUntil I just cannot believe my eyesAnd you tell me it's another phaseDoes it matter if it's real or notI don't think I'll ever have enoughMake it so the fire doesn't stopAre you listening to meDon't tell me that I mightI will be fine againTell me that I mightI will be fine againTell me that I mightI will be fineLet my body do me rightI sayI will be fineCan I make this my homeI'm still coming into my ownYou can't keep falling into my armsYou can't keep falling into my armsBut what is there is all that I knewWhen it's time to do what I doIt's all I need from youSay are you listening to meDon't tell me that I mightI will be fine againTell me that I mightI will be fine againTell me that I mightI will be fineLet my body do me rightI will be fineDon't let me downI'm up againI'll keep it aroundAnother dayIf I fall to the groundI'll come againI'll stay awake for a lifetimeAwake for a lifetimeI will be fineLet my body do me rightI will be fineI will be fineHaI will be fine
잭슨 (Jackson Wang),Pretty Please,2021.02.18,일렉트로니카,Don’t hate me give love a chanceDon’t need your heartjust need your handsKnew from the startthat this won’t endDon’t you tease me baby pleasePretty pleasePretty pleasePretty pleasePretty pleasePretty pleasePretty pleasePretty pleasePretty pleaseDon’t you tease me baby pleaseIm gon’ touch if you let meGive me love if you have itNo more talk let me have itSwear that I I’m readyHad enough I admitLookin so camera readyGot me feelin some type of wayCause your body is so wavyThis feels too good to let it goBut I can't let you lock the doorDon’t hate me give love a chanceDon’t need your heartjust need your handKnew from the startthat this won’t endDon’t you tease me baby pleaseDon’t you tease me baby pleaseDon’t you tease me baby pleaseDon’t hate me give love a chanceDon’t need your heartjust need your handKnew from the startthat this won’t endDon’t you tease me baby please
ZHU,Sky Is Crying,2021.03.26,일렉트로니카,Someday somedaySomeday somedaySomeday somedaySomeday somedayThe sky is cryingI left it are the moonSomeday somedayThe sky is cryingFor always being blueSomeday somedayThe sky is cryingShe says I'm done with youSomeday somedayThe sky is cryingCrying from the ocean blueSomeday somedayLove was something thatshe thought she could understandBut that was waybefore the world was brokenby a manOh she's cryingOh I see her dyingThe clouds arе coming in andas she cries into her rivеrStars are shining brightonly way you couldn't see herOh she's hidingInside you see she's tryingThe sky is cryingI left it at the moonThe sky is cryingFor always being blueThe sky is cryingShe says I'm done with youThe sky is cryingCrying from the ocean blueto be lovedYou're aloneyour love is at the soulYou're aloneand she couldn't hold ontoYeah you're alonelove is like a songYou're aloneshe couldn't hold ontoThe sky is cryingThe sky is cryingThe sky is cryingThe sky is cryingThe sky is cryingSomeday the sky is cryingSomeday the sky is cryingSomeday the sky is cryingSomeday the sky is cryingSomeday the sky is crying
David Guetta,Who's That Chick? (feat. Rihanna),2010.11.22,일렉트로니카,"Feel the adrenaline movingunder my skinIt's an addiction suchan eruptionSound is my remedy feedingme energyMusic is all I needBaby I just wanna danceI don't really careI just wanna danceI don't really care care carefeel it in the air yeahShe's been a crazy dita disco divaand you wonderWho's that chickwho's that chickToo cold for you to keep herToo hot for you to leave herWho's that chick who's that chickWho's that chick who's that chickWho's that chick who's that chickBack on the dancefloor betternot to take me homeBass kicking so hot blazingthrough my beating heartFrench kissing on the floorheart is beating hardcoreHeard everybody is gettinga little sexy on the crazy juiceThis will end up in the newsBaby I just wanna danceI don't really careI just wanna danceI don't really care care carefeel it in the air yeahShe's been a crazy dita disco divaand you wonderWho's that chick who's that chickToo cold for you to keep herToo hot for you to leave herWho's that chick who's that chickWho's that chick who's that chickWho's that chick who's that chickI'll try to sex you up the nighthas got me love sprungI won't stop until the sunis up oh yeahMy heart is a dancer beatinglike a disco drum oh oh uh ohI'll try to sex you up the nighthas got me love sprungI won't stop until the sunis up oh yeahMy heart is a dancer beatinglike a disco drumBeating like a disco drumbeating like a disco drumbeating like a disco drumShe's been a crazy dita disco divaand you wonderWho's that chick who's that chickToo cold for you to keep herToo hot for you to leave herWho's that chick who's that chickWho's that chick who's that chickWho's that chick who's that chick 
"
Krewella,Enjoy The Ride,2013.09.23,일렉트로니카,We were born readyready to be freeChasin' every thrill we could seeWith our eyes steady waking to the dreamAching to be thrown in the ringIf nothing comes easy as long as we're breathingWe'll go all the way or go homeWe were born readywherever it leadsWhat we have is all we need'Cause if it's fast or slowAll I really know is I'm gonna enjoy the rideAnd if it's hard or soft before we get offI'm gonna enjoy the rideenjoy the ride'Cause if it's fast or slowAll I really know is I'm gonna enjoy the rideEnjoy the ride'Cause if it's fast or slowAll I really know is I'm gonna enjoy the rideAnd if it's hard or soft before we get offI'm gonna enjoy the rideenjoy the rideWe were born hungryhungry for the rushScreamin' when they tell us to hushHit the ground runnin'leave 'em in the dustOnly run with those we can trustIf nothing comes to uswe fly where it’s blue AsWe're ready to face the unknownWe were born hungrywe'll never get enough'Cause we're only here this once'Cause if it's fast or slowAll I really know is I'm gonna enjoy the rideAnd if it's hard or soft before we get offI'm gonna enjoy the rideenjoy the rideLet's do it againLet's make it tonightYeah let's go until the sky gets lighterAnd if it's fast or slowAll I really know is I'm gonna enjoy the rideEnjoy the ride'Cause if it's fast or slowAll I really know is I'm gonna enjoy the rideAnd if it's hard or soft before we get offI'm gonna enjoy the rideenjoy the rideLet's do it againLet's make it tonightYeah let's go until the sky gets lighter'Cause if it's fast or slowAll I really know is I'm gonna enjoy the rideEnjoy the ride
DJ Chuckie,Bitches Be Like (Radio Edit),2014.07.28,일렉트로니카,Bitches Be LikeBitches Be LikeBitches Be LikeBitches Be LikeBitches Be LikeBitches Be LikeBitches Be LikeBitches Be LikeBitches Be Like
Tungevaag & Raaban,Magical,2016.06.03,일렉트로니카,Been searching all my life One touch one look at my heart Come take me anywhere Where ever you are Think I like it yeah Been searching all my life One touch you were healing my heart Just take me anywhere Where ever you are Think I like it yeah Gimme your taste of magic Gimme your taste of magicGimme your taste of magic Gimme your taste of magic Hey Never let me go We are We are We are magical Hey Baby don't you know We are We are We are magicalHey Never let me go We are We are We are magical Hey Baby don't you know We are We are We are magical Magical Magical Magical Magical Magical We are We are We are magical We are We are We are magical We're more like a new tech crush That dressed up magazine love Come see me through my veins Where ever you are Think I like it yeah Been searching all my life One touch one look at my heart Come take me anywhere Where ever you are Think I like it yeah Gimme your taste of magic Gimme your taste of magic Gimme your taste of magic Gimme your taste of magic Hey Never let me go We are We are We are magical Hey Baby don't you know We are We are We are magical Hey Never let me go We are We are We are magical Hey Baby don't you know We are We are We are magical Magical Magical Magical Magical Magical We are We are We are magical We are We are We are magical Hey Never let me goWe are We are We are magicalHey Baby don't you knowWe are We are We are magicalHey Never let me goWe are We are We are magicalHey Baby don't you knowWe are We are We are magical
Julian Jordan,Glitch,2018.12.14,일렉트로니카,no lyrics
Surf Mesa,Somewhere (Feat. Gus Dapperton),2020.07.31,일렉트로니카,By the stroke of my handI'll never hold you againGo and save that love for someoneFor something for somewhereAnd by the weight of my headI'll always drown in regretYou saved that love for someoneFor something for somewhereHey I get all tied upAnd you're too tired to break the tiesHands behind my backAnd you're too tired to cut the slackYou say that I'm a mess whenever I try my bestWe both know I'm not the best for youBy the stroke of my handI'll never hold you againGo and save that love for someoneFor something for somewhereAnd by the weight of my headI'll always drown in regretYou saved that love for someoneFor something for somewhere SomewhereYeah I get caught in webs With some wings I gotYeah you say I'm too old to play pretend With some wings I gotWe can make amends To fly oh-ohBlood and veins filled with constant hatredYou say that I'm a mess whenever I try my bestWe both know I'm not the best for you Ooh oohBy the stroke of my handI'll never hold you againGo and save that love for someoneFor something for somewhere SomewhereAnd by the weight of my headI'll always drown in regretYou saved that love for someoneFor something for somewhere SomewhereAnd by the weight of my headI'll always drown in regretYou saved that love for someoneFor something for somewhere
yaeji,29 (Explicit Ver.),2021.10.27,일렉트로니카,"I been a bit Full of this shitI cannot confess to you nowI been a bitHeld up with shitDraining my energy left and rightI been a bitDoing things like thisIn my own way i don't share itI been a bitShy to say this ButI gotta go i gotta go i gotta goI gotta go I gotta go I gotta go
"
David Guetta,Memories (Feat. Kid Cudi),2010.11.22,일렉트로니카,"(Yeah Yeah)All the crazy shit I did tonightThose will be the best memories.I just wanna let it go for the nightThat would be the best therapy for me.All the crazy shit I did tonightThose will be the best memories.I just wanna let it go for the nightThat would be the best therapy for me.Hey, hey, yeah, yeah.Hey, hey, yeah, yeah.Hey, hey, yeah, yeah.Hey, hey, yeah, yeah.Yeah, yeah.All the crazy shit I did tonightThose will be the best memories.I just wanna let it go for the nightThat would be the best therapy for me.All the crazy shit I did tonightThose will be the best memories.I just wanna let it go for the nightThat would be the best therapy for me.Hey, hey, yeah, yeah.Hey, hey, yeah, yeah.Hey, hey, yeah, yeah.Hey, hey, yeah, yeah.It's gettin' late but I don't mind.It's gettin' late but I don't mind.It's gettin' late but I don't mind.It's gettin' late but I don't mind.It's gettin' late but I don't mind.It's gettin' late but I don't mind.It's gettin' late but I don't mind.It's gettin' late but I don't mind.Hey, hey, yeah, yeah.Hey, hey, yeah, yeah.Hey, hey, yeah, yeah.Hey, hey, yeah, yeah."
David Guetta,Lovers On The Sun (Feat. Sam Martin),2014.11.25,일렉트로니카,Let's light it up let's light it upUntil our hearts catch fireAnd so the world a burning lightThey've never shined so brightWe'll find a waywe'll find a wayTo keep the cold nightFrom breaking in over the wallsInto the wild sideThe hunger satisfiesWe're burning upWe might as well be lovers on the sunWe might as well be lovers on the sunWe might as wellbe lovers on the sunWe'll never know we'll never knowWhat stands behind the NorthBut I got a feelingIt's a feeling that's we're dying forJust close your eyesand hold your breathBecause it feels rightWe'll keep it movingtill we make it to the other sideAnd let's enjoy the rideWe're burning upWe might as wellbe lovers on the sunWe might as well be lovers on the sunWe might as well be lovers on the sunLet's light it uplet's light it upUntil our hearts catch fireAnd so the worlda burning lightThey've never shined so bright
Grimes,Kill V. Maim,2015.11.06,일렉트로니카,I got in a fight I was indisposedI was in despite all the wicked proseBut I'm only a manand I do what I canI got friends in high placesI get out for freeI got in a fightbut they don't know meCause I'm only a manAnd I do what I canB-E-H-A-V-EArrest usItaliana mobsterLooking so preciousB-E-H-A-V-ENever moreYou gave up being goodwhen you declared a state of warEhI don't behaveI don't behave oh ehI don't behaveI don't behave oh ehI don't behaveI don't behave ohAre you going to the partyAre you going to the showCause I'm only a mando what I can ohCause I'm only a mando what I canAre you going to the partyAre you going to the showI did something badmaybe I was wrongSometimes people saythat I'm a big time bombBut I'm only a manAnd I do what I canB-E-H-A-V-EArrest usItaliana mobsterLooking so preciousB-E-H-A-V-ENever moreYou gave up being goodwhen you declared a state of warEhI don't behaveI don't behave oh ehI don't behaveI don't behave oh ehI don't behaveI don't behave ohAre you going to the partyAre you going to the showCause I'm only a mando what I can ohCause I'm only a mando what I canAre you going to the partyAre you going to the showOh the fire it's all rightCause we can make 'em all go crazyWe can make 'em wanna dieOh the fire it's all rightThe people touch itI can't touch itEven though it's mineEhI don't behaveI don't behave oh ehI don't behaveI don't behave oh ehI don't behaveI don't behave ohAre you going to the partyAre you going to the showCause I'm only a mando what I can ohCause I'm only a mando what I canB-E-H-A-V-EArrest usItaliana mobsterLooking so preciousB-E-H-A-V-ENever moreYou gave up being goodwhen you declared a state of war
EDX,All I Know,2017.12.01,일렉트로니카,no lyrics
Sofi Tukker,Purple Hat,2019.09.20,일렉트로니카,"Purple hat, cheetah printDancing on the peopleRolled up at the after jointDancing‚ dancing on the people‚ peopleDancing on the peopleI got people on the people‚ peopleDancing on the peopleWith the people on the peopleSmoke and CO2See me see you dancing on the peopleClimb up on the boothHanging from the people on the peopleMy head hits the roofDancing on the ceiling on the peopleI got people on the peopleDancing, dancing on the peopleI got purple hat, cheetah printDancing on the peopleRolled up at the after jointDancing‚ dancing on the people, peopleDancing on the peopleI got people on the people, peopleDancing on the peopleWith the people on the peopleSmoke and CO2See me see you dancing on the peopleClimb up on the boothHanging from the people on the peopleMy head hits the roofDancing on the ceiling on the peopleI got people on the OhDancing on the peopleI got peoplePre-ChorusPeoplePeoplePeople‚ peopleDancing on the peopleI gotChorusEverybody in the booth canTell myself apart from you Dancing on the people, I got peopleNow that we're dancing people PeopleDancing people PeopleDancing people People, peopleDancing peopleVerse 2Well, I got purple hat, cheetah printDancing on the peopleRolled up at the after jointDancing, dancing on the people, peopleDancing on the peopleI got people on the people, peopleDancing on the peopleWith the people on the peopleSmoke and CO2See me see you dancing on the peopleClimb up on the boothHanging from the people on the peopleMy head hits the roofDancing on the ceiling on the peopleI got people on the peopleDancing, dancing on the peopleI gotPre-ChorusDancing peopleI got peoplePeople, peopleDancing, dancing on meChorusEverybody in the booth canTell myself apart from youNow that we're dancing peopleDancing peopleDancing peopleDancing people Dancing on the people, I gotDancing peopleDancing peopleDancing peopleDancing people Dancing on the people, I gotOutroPurple hat, cheetah printDancing on the peopleRolled up at the after jointDancing, dancing on the people, peopleDancing on the peopleI got people on the people, peopleDancing on the peopleWith the people on the Woo
"
Tiesto,BLUE (Feat. Stevie Appleton),2019.12.13,일렉트로니카,Feeling blue without youGive me one more chancegive me one more danceI'm feeling blue without youTell me who am I to hold you downJust feeling blue without youGive me one more chancegive me one more danceI'm feeling blue without youTell me who am I to hold you downI dream that you won't forget meThat's all I really ask of yaI'd love to talk if you'd let meI'll take you backto the start with meI keep on dreamingI don't know whyI can't seem to let it goBut I keep on trippingon what we hadIt's hard not to let you knowI'm feeling blue without youGive me one more chancegive me one more danceI'm feeling blue without youTell me who am I to hold you downI'm feeling blue without youI don't knowwhat I should do o o oFeeling so blue without youWe built our love on foundationsWe built a house on the hill yeahOur little rock of salvationOh my love's there still'Cause I keep on dreamingI don't know whyI can't seem to let it goBut I keep on trippingon what we hadIt's hard not to let you knowI'm feeling blue without youGive me one more chancegive me one more danceI'm feeling blue without youTell me who am I to hold you downI'm feeling blue yeahOh give me one more chancegive me one more danceI'm blue without youTell me who am I to hold you downJust feeling blue without you
R3hab,Care (feat. Madi),2017.12.01,일렉트로니카,I'm a vintage kind of loveHomicidal mindYou've been breaking skinand slashing itI'm the ghost of your thoughtsAs you figured out it all costsAin't hard to be a stainI reach to you I reach into youTurn in your past babeNow won't you put mein your shrine ohI'm a vintage kind of loveYou make the rules as we grow overI'm a vintage kind of soulAs you take my hand and lie I shunI'mma care for youI'mma care for youCause you might kill usI'mma care for you I'mma care forI'mma care for youI'mma care for youI'mma care for youYeah yeah yeah yeah yeahYeah yeah yeah yeah yeahYeah yeah yeah yeah yeahYeah yeah yeah I'mma careYeah yeah yeah yeah yeahYeah yeah yeah yeah yeahYeah yeah yeah yeah yeahYeah yeah yeah I'mma careI'm a different kind of drugThe cyanide in my lungsin toxic groundStop breaking in crashing inStop playing the darkYou're my conductor of energyDirector of our fantasyI lean from you I lean to yourNostalgic sweet tasteNow won't you meet mewhere our end comesI'm a different kind of drugSee the world as we have it takenI'm a different kind of showI surround myself in a tourniquetI'mma care for youI'mma care for youCause you will kill usI'mma care for you I'mma care forI'mma care for youI'mma care for youI'mma care for you
Rudimental,Let Me Live (Feat. Anne-Marie & Mr Eazi),2018.06.15,일렉트로니카,As I walk through the world ahSo many things I see uhhuhAnd then I say to myselfIt’s never as it seems'Cause I am the oneI rule my worldNobody rule my destiny'Cause you are the oneyou rule your worldNo bad man own your destinyLeave me alone let me live my lifeLeave me alonelet me live it up live it upLeave me alone make I live my lifeLeave me alonemake I live it up live it upLeave me alone let meAre we losing controlor is it meant to be uhhuhNow I’ve opened my mindcome and set me free'Cause I am the oneI rule my worldNobody rule my destiny'Cause you are the oneyou rule your worldNo bad man own your destinyLeave me alone let me live my lifeLeave me alonelet me live it up live it upLeave me alone make I live my lifeLeave me alonemake I live it up live it upLeave me alone let me live my lifeLeave me alonelet me live it up live it upLeave me alone make I live my lifeLeave me alonemake I live it up live it upLeave me alone let meWhy don't you leave me aloneYeah yeahI will do anything I likeI will sip anything I likeE be me way I get my lifeE be me way I get my lifeI no say it's alrightI'mma catch some vibes tonightEveryday every night everydayFeel the love yoEnjoy everydayEnjoy da daEnjoy your lifeEnjoy everydayEnjoy da daEnjoy everydayEnjoy da daEnjoy your lifeEnjoy everydayWhy don't you live your life yeahAnd I'll go live mineLeave me alone let me live my lifeLeave me alonelet me live it up live it upLeave me alonemake I live my life live my lifeLeave me alonemake I live it up live it upand I will go live mineLeave me alone let meEnjoy everydayEnjoy da daEnjoy your lifeEnjoy everydayEnjoy da daEnjoy everydayEnjoy da daEnjoy your lifeEnjoy everyday
Alesso,Years (Feat. Matthew Koma),2012.01.01,일렉트로니카,The sun hits like a bullet of faithAnd then suddenlyI`m Wild awakeA fake bliss of apologies madewas an enemy with no escapeMy handes were tiedbut now they`re mineTo grab on to desire and run awayThese will be the yearsThese will be the yearsThe lights will all appearThese will be the yearsYearsThese will be the yearsYearsGrey dust now sparkling goldand the best is yet to unfoldWhite heat finding comfort in coldand her heart was found in her soulHer hands were tiedbut now they`re mineto grab on and wherever you goI`ll goThese will be the yearsThese will be the yearsThe lights will all appearThese will be the yearsYearsThese will be the yearsThese will be the yearsThese will be the yearsThe lights will all appearThese will be the years
Klaas,Party Like We're Animals (Radio Edit),2014.02.21,일렉트로니카,Somebody said youve been looking at me all night yeah So I looked back cause I liked what I saw alright yeah Did you come here to partycause I came to get naughty I really hope we gonna do the same things tonight I wanna dance with you I wanna dance with you I wanna I wanna I wanna partylike were animals Come on lets party like were animals I wanna party like were animals I wanna party like were animals I wanna party like were animals Come on lets party like were animals I wanna party like were animals I wanna party like were animals I wanna party like were animals Come on lets party like were animals I wanna party like were animals I wanna party like were I wanna party like were animals
Cheat Codes,Let Me Hold You (Turn Me On),2016.10.14,일렉트로니카,For the longest timewe jamming at the partyAnd you're whipping on mePushing everything on meWe got Silento on repeatBut if you think you're gonnaget away from meBetter change your mindThe Henny got me feeling rightYou're going home with me tonightLet me hold you girlcaress my bodyYou got me going crazyYou turn me on turn me onLet me jam yougirl whip all around meYou got me going crazyYou turn me on turn me onTurn me on turn me onTurn me on turn me onFor the longest timeyou're staring like you want meI can feel your eyesSo go tell your friends goodbyeWe can make our way outsideIf you think they're gonna stopyou coming with meBetter change their mindsThe Henny got us feeling rightYou're going home with me tonightLet me hold you girlcaress my bodyYou got me going crazyYou turn me on turn me onLet me jam yougirl whip all around meYou got me going crazyYou turn me on turn me onTurn me on turn me onTurn me on nowTurn me onLet me hold you girlcaress my bodyYou got me going crazyYou turn me on turn me onLet me jam yougirl whip all around meYou got me going crazyYou turn me on turn me onTurn me on nowTurn me on turn me onYeahTurn me on now
Niels Van Gogh,Miami (Feat. Princess Superstar) (Vinai Remix),2014.02.24,일렉트로니카,M I A M IThis place is always hotThe people always flyI can't stop living this lifeMiami Ma ma ma Miami Ma ma maMiami Ma ma ma Miami Ma ma maMiami Ma ma ma Miami Ma ma maMiamiMiami Ma ma ma Miami Ma ma maM I A M IThis place is always hotThe people always flyI can't stop living this lifeMiami Ma ma ma Miami Ma ma maMiami Ma ma ma Miami Ma ma maMiami Ma ma ma Miami Ma ma maMiami Ma ma ma Miami Ma ma maMiami Ma ma ma Miami Ma ma maMiami
Don Diablo,Cutting Shapes,2017.02.14,일렉트로니카,Dancin is what to doDancin's when I think of youDancin's what clears my soulDancin's what makes me wholeDancin' is what to doDancin's when I think of youDancin's what clears my soulDancin's what makes me wholeDancin' is what to doDancin's when I think of youDancin's what clears my soulDancin's what makes me wholeDancin' is what to doDancin's when I think of youDancin's what clears my soulDancin's what makes me wholeDancin' is what to doDancin's when I think of youDancin's what clears my soulDancin's what makes me wholeDancin' is what to doDancin' is what to do
Sam Feldt,Open Your Eyes,2018.01.18,일렉트로니카,"Hard to house, let them goTwo turntables and a microphoneIt's the only way that I know, babyCould be dug down, but let it outDon't be scared to hit the crownRemember, you are never aloneAnd oh, you look so beautifulI won't let love pass me byAnd I believe in miraclesWon't you let me open your eyesWon't you let open your eyesHard to house, let them goTwo turntables and a microphoneIt's the only way that I know, babyCould be dug down, but let it outDon't be scared to hit the crownRemember, you are never aloneAnd oh, you look so beautifulI won't let love pass me byAnd I believe in miraclesWon't you let me open your eyesWon't you let open your eyesWon't you let open your eyesOpen your eyes, your eyesWon't you let open your eyesAnd oh, you look so beautifulI won't let love pass me byAnd I believe in miraclesWon't you let me open your eyes
"
Porter Robinson,Look At The Sky,2021.01.27,일렉트로니카,"Is it fate?if it’s not easy, it must not beAt that ageI cherished the flowers beneath my feetBut then something must have changed in me,I used to feel so lightNow I’ll try,I just want time그건 운명일까?그게 쉽지 않다면, 운명이 아니겠지.어린 나이에는내 발밑의 꽃을 소중히 여겼던 나인데,내 안의 뭔가가 달라졌나봐.너무 가볍게 느껴지던 나였는데. 이제 제대로 해볼게나는 단지 시간을 원할뿐. Wait again,I will be much better thenHolding on, I said:“I will be much better, then”다시 한번 기다려봐,난 훨씬 더 좋아질 거야.다시 말할게:""난 훨씬 더 좋아질 거야."" Look at the sky, I’m still hereI’ll be alive next yearI can make something good, ohSomething goodLook at the sky, I’m still hereI’ll be alive next yearI can make something good, ohSomething good 하늘을 봐, 난 아직 여전하고내년에도 살아 있을 거야난 좋은 걸 만들 수 있어, 오뭔가 좋은 게 있어하늘을 봐, 난 아직 여기 있어.내년에도 살아 있을 거야난 좋은 걸 만들 수 있어, 오뭔가 좋은 게 있어Are you close?Shouldn’t it come to you naturally?And everyone knows:You’re losing your gift, and it’s plain to seeBut then something must have changed in me,I don’t fear it anymoreNow I’m sureI’m sure이제는 완성돼가?너라면 쉽게 해낼 수 있는거 아니야?모두 알고 있어,네가 너의 재능을 잃어가고 있는게 뻔히 보여.하지만 내 안의 뭔가가 달라진게 틀림없어,더 이상 두렵지 않아.이젠 확실해,확실해졌어. Look at the sky, I’m still hereI’ll be alive next yearI can make something good, ohSomething goodLook at the sky, I’m still hereI’ll be alive next yearI can make something good, ohSomething good하늘을 봐, 난 아직 여전하고내년에도 살아 있을 거야난 좋은 걸 만들 수 있어, 오뭔가 좋은 게 있어하늘을 봐, 난 아직 여기 있어.내년에도 살아 있을 거야난 좋은 걸 만들 수 있어, 오뭔가 좋은 게 있어Wait again, I will be much better thenAnd suddenly, I’ve restored your faith in me 한 번 더 기다려봐, 훨씬 더 나아질 테니그리고 갑자기, 너는 다시 나를 믿게 될 거야Look at the sky 하늘을 봐Look at the sky, I’m still hereI’ll be alive next yearI can make something good, ohSomething goodLook at the sky, I’m still hereI’ll be alive next yearI can make something good, ohSomething good하늘을 봐, 난 아직 여전하고내년에도 살아 있을 거야난 좋은 걸 만들 수 있어, 오뭔가 좋은 게 있어하늘을 봐, 난 아직 여기 있어.내년에도 살아 있을 거야난 좋은 걸 만들 수 있어, 오뭔가 좋은 게 있어Look at the sky, I’m still hereI’ll be alive next yearI can make something goodSomething goodLook at the sky, I’m still hereI’ll be alive next yearI can make something goodSomething good하늘을 봐, 난 아직 여전하고내년에도 살아 있을 거야난 좋은 걸 만들 수 있어, 오뭔가 좋은 게 있어하늘을 봐, 난 아직 여기 있어.내년에도 살아 있을 거야난 좋은 걸 만들 수 있어, 오뭔가 좋은 게 있어"
